Gene ID,Symbol,Name,Cytoband,Type
ENSG00000260314,MRC1,"mannose receptor, C type 1",10p12.33,protein_coding
ENSG00000125675,GRIA3,"glutamate receptor, ionotropic, AMPA 3",Xq25,protein_coding
ENSG00000183873,SCN5A,"sodium channel, voltage gated, type V alpha subunit",3p22.2,protein_coding
ENSG00000151779,NBAS,neuroblastoma amplified sequence,2p24.3,protein_coding
ENSG00000171295,ZNF440,zinc finger protein 440,19p13.2,protein_coding
ENSG00000221843,C2orf16,chromosome 2 open reading frame 16,2p23.3,protein_coding
ENSG00000144452,ABCA12,"ATP-binding cassette, sub-family A (ABC1), member 12",2q35,protein_coding
ENSG00000136546,SCN7A,"sodium channel, voltage gated, type VII alpha subunit",2q24.3,protein_coding
ENSG00000119596,YLPM1,YLP motif containing 1,14q24.3,protein_coding
ENSG00000213401,MAGEA12,melanoma antigen family A12,Xq28,protein_coding
ENSG00000090402,SI,sucrase-isomaltase (alpha-glucosidase),3q26.1,protein_coding
ENSG00000119285,HEATR1,HEAT repeat containing 1,1q43,protein_coding
ENSG00000108510,MED13,mediator complex subunit 13,17q23.2,protein_coding
ENSG00000181090,EHMT1,euchromatic histone-lysine N-methyltransferase 1,9q34.3,protein_coding
ENSG00000144426,NBEAL1,neurobeachin-like 1,2q33.2,protein_coding
ENSG00000160145,KALRN,"kalirin, RhoGEF kinase","3q21.1, 3q21.2",protein_coding
ENSG00000166833,NAV2,neuron navigator 2,11p15.1,protein_coding
ENSG00000172869,DMXL1,Dmx-like 1,5q23.1,protein_coding
ENSG00000218336,TENM3,teneurin transmembrane protein 3,"4q34.3, 4q35.1",protein_coding
ENSG00000083067,TRPM3,"transient receptor potential cation channel, subfamily M, member 3","9q21.12, 9q21.13",protein_coding
ENSG00000278662,GOLGA6L10,golgin A6 family-like 10,15q25.2,protein_coding
ENSG00000122966,CIT,citron rho-interacting serine/threonine kinase,12q24.23,protein_coding
ENSG00000133026,MYH10,"myosin, heavy chain 10, non-muscle",17p13.1,protein_coding
ENSG00000054523,KIF1B,kinesin family member 1B,1p36.22,protein_coding
ENSG00000167522,ANKRD11,ankyrin repeat domain 11,16q24.3,protein_coding
ENSG00000222036,POTEM,"POTE ankyrin domain family, member M",14q11.2,protein_coding
ENSG00000133392,MYH11,"myosin, heavy chain 11, smooth muscle",16p13.11,protein_coding
ENSG00000009413,REV3L,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",6q21,protein_coding
ENSG00000154162,CDH12,"cadherin 12, type 2 (N-cadherin 2)",5p14.3,protein_coding
ENSG00000148773,MKI67,marker of proliferation Ki-67,10q26.2,protein_coding
ENSG00000144028,SNRNP200,small nuclear ribonucleoprotein 200kDa (U5),2q11.2,protein_coding
ENSG00000060709,RIMBP2,RIMS binding protein 2,12q24.33,protein_coding
ENSG00000094631,HDAC6,histone deacetylase 6,Xp11.23,protein_coding
ENSG00000140836,ZFHX3,zinc finger homeobox 3,"16q22.2, 16q22.3",protein_coding
ENSG00000138162,TACC2,"transforming, acidic coiled-coil containing protein 2",10q26.13,protein_coding
ENSG00000044446,PHKA2,"phosphorylase kinase, alpha 2 (liver)",Xp22.13,protein_coding
ENSG00000095319,NUP188,nucleoporin 188kDa,9q34.11,protein_coding
ENSG00000160111,CPAMD8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",19p13.11,protein_coding
ENSG00000125207,PIWIL1,piwi-like RNA-mediated gene silencing 1,12q24.33,protein_coding
ENSG00000137177,KIF13A,kinesin family member 13A,6p22.3,protein_coding
ENSG00000005483,KMT2E,lysine (K)-specific methyltransferase 2E,7q22.3,protein_coding
ENSG00000156650,KAT6B,K(lysine) acetyltransferase 6B,10q22.2,protein_coding
ENSG00000178031,ADAMTSL1,ADAMTS-like 1,"9p22.2, 9p22.1",protein_coding
ENSG00000167978,SRRM2,serine/arginine repetitive matrix 2,16p13.3,protein_coding
ENSG00000160007,ARHGAP35,Rho GTPase activating protein 35,19q13.32,protein_coding
ENSG00000197081,IGF2R,insulin-like growth factor 2 receptor,6q25.3,protein_coding
ENSG00000021826,CPS1,"carbamoyl-phosphate synthase 1, mitochondrial",2q34,protein_coding
ENSG00000144619,CNTN4,contactin 4,"3p26.3, 3p26.2",protein_coding
ENSG00000164151,ICE1,interactor of little elongation complex ELL subunit 1,5p15.32,protein_coding
ENSG00000178965,ERICH3,glutamate-rich 3,1p31.1,protein_coding
ENSG00000152580,IGSF10,"immunoglobulin superfamily, member 10",3q25.1,protein_coding
ENSG00000147488,ST18,"suppression of tumorigenicity 18, zinc finger",8q11.23,protein_coding
ENSG00000176771,NCKAP5,NCK-associated protein 5,2q21.2,protein_coding
ENSG00000117724,CENPF,"centromere protein F, 350/400kDa",1q41,protein_coding
ENSG00000153993,SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",7q21.11,protein_coding
ENSG00000147162,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,Xq13.1,protein_coding
ENSG00000101191,DIDO1,death inducer-obliterator 1,20q13.33,protein_coding
ENSG00000102974,CTCF,CCCTC-binding factor (zinc finger protein),16q22.1,protein_coding
ENSG00000154305,MIA3,"melanoma inhibitory activity family, member 3",1q41,protein_coding
ENSG00000113211,PCDHB6,protocadherin beta 6,5q31.3,protein_coding
ENSG00000104218,CSPP1,centrosome and spindle pole associated protein 1,"8q13.1, 8q13.2",protein_coding
ENSG00000036448,MYOM2,myomesin 2,8p23.3,protein_coding
ENSG00000135315,CEP162,centrosomal protein 162kDa,"6q14.2, 6q14.3",protein_coding
ENSG00000135905,DOCK10,dedicator of cytokinesis 10,2q36.2,protein_coding
ENSG00000122257,RBBP6,retinoblastoma binding protein 6,16p12.1,protein_coding
ENSG00000104067,TJP1,tight junction protein 1,15q13.1,protein_coding
ENSG00000273823,AC215219.2,AC215219.2,#,miRNA
ENSG00000064012,CASP8,"caspase 8, apoptosis-related cysteine peptidase",2q33.1,protein_coding
ENSG00000053747,LAMA3,"laminin, alpha 3",18q11.2,protein_coding
ENSG00000154928,EPHB1,EPH receptor B1,3q22.2,protein_coding
ENSG00000067842,ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",Xq28,protein_coding
ENSG00000070182,SPTB,"spectrin, beta, erythrocytic",14q23.3,protein_coding
ENSG00000169946,ZFPM2,"zinc finger protein, FOG family member 2","8q22.3, 8q23.1",protein_coding
ENSG00000151320,AKAP6,A kinase (PRKA) anchor protein 6,14q12,protein_coding
ENSG00000176542,KIAA2018,KIAA2018,3q13.2,protein_coding
ENSG00000169710,FASN,fatty acid synthase,17q25.3,protein_coding
ENSG00000133816,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",11p15.3,protein_coding
ENSG00000138193,PLCE1,"phospholipase C, epsilon 1",10q23.33,protein_coding
ENSG00000169432,SCN9A,"sodium channel, voltage gated, type IX alpha subunit",2q24.3,protein_coding
ENSG00000148513,ANKRD30A,ankyrin repeat domain 30A,10p11.21,protein_coding
ENSG00000118873,RAB3GAP2,RAB3 GTPase activating protein subunit 2 (non-catalytic),1q41,protein_coding
ENSG00000130635,COL5A1,"collagen, type V, alpha 1",9q34.3,protein_coding
ENSG00000143552,NUP210L,nucleoporin 210kDa-like,1q21.3,protein_coding
ENSG00000185650,ZFP36L1,ZFP36 ring finger protein-like 1,14q24.1,protein_coding
ENSG00000069431,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",12p12.1,protein_coding
ENSG00000114805,PLCH1,"phospholipase C, eta 1",3q25.31,protein_coding
ENSG00000135976,ANKRD36,ankyrin repeat domain 36,2q11.2,protein_coding
ENSG00000021645,NRXN3,neurexin 3,"14q24.3, 14q31.1",protein_coding
ENSG00000073910,FRY,furry homolog (Drosophila),13q13.1,protein_coding
ENSG00000006788,MYH13,"myosin, heavy chain 13, skeletal muscle",17p13.1,protein_coding
ENSG00000196632,WNK3,WNK lysine deficient protein kinase 3,Xp11.22,protein_coding
ENSG00000163618,CADPS,Ca++-dependent secretion activator,3p14.2,protein_coding
ENSG00000041982,TNC,tenascin C,9q33.1,protein_coding
ENSG00000206530,CFAP44,cilia and flagella associated protein 44,3q13.2,protein_coding
ENSG00000100393,EP300,E1A binding protein p300,22q13.2,protein_coding
ENSG00000112182,BACH2,"BTB and CNC homology 1, basic leucine zipper transcription factor 2",6q15,protein_coding
ENSG00000114270,COL7A1,"collagen, type VII, alpha 1",3p21.31,protein_coding
ENSG00000278540,ACACA,acetyl-CoA carboxylase alpha,17q12,protein_coding
ENSG00000197616,MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",14q11.2,protein_coding
ENSG00000197321,SVIL,supervillin,10p11.23,protein_coding
ENSG00000072195,SPEG,SPEG complex locus,2q35,protein_coding
ENSG00000111859,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",6p24.2,protein_coding
ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,4q24,protein_coding
ENSG00000154864,PIEZO2,piezo-type mechanosensitive ion channel component 2,"18p11.22, 18p11.21",protein_coding
ENSG00000160321,ZNF208,zinc finger protein 208,19p12,protein_coding
ENSG00000110427,KIAA1549L,KIAA1549-like,11p13,protein_coding
ENSG00000158987,RAPGEF6,Rap guanine nucleotide exchange factor (GEF) 6,5q31.1,protein_coding
ENSG00000031081,ARHGAP31,Rho GTPase activating protein 31,"3q13.32, 3q13.33",protein_coding
ENSG00000011028,MRC2,"mannose receptor, C type 2",17q23.2,protein_coding
ENSG00000047936,ROS1,"ROS proto-oncogene 1 , receptor tyrosine kinase",6q22.1,protein_coding
ENSG00000128512,DOCK4,dedicator of cytokinesis 4,7q31.1,protein_coding
ENSG00000168477,TNXB,tenascin XB,"6p21.33, 6p21.32",protein_coding
ENSG00000101333,PLCB4,"phospholipase C, beta 4","20p12.3, 20p12.2",protein_coding
ENSG00000143702,CEP170,centrosomal protein 170kDa,1q43,protein_coding
ENSG00000072315,TRPC5,"transient receptor potential cation channel, subfamily C, member 5",Xq23,protein_coding
ENSG00000054267,ARID4B,AT rich interactive domain 4B (RBP1-like),1q42.3,protein_coding
ENSG00000115677,HDLBP,high density lipoprotein binding protein,2q37.3,protein_coding
ENSG00000249715,FER1L5,fer-1-like family member 5,2q11.2,protein_coding
ENSG00000117000,RLF,rearranged L-myc fusion,1p34.2,protein_coding
ENSG00000198173,FAM47C,"family with sequence similarity 47, member C",Xp21.1,protein_coding
ENSG00000090905,TNRC6A,trinucleotide repeat containing 6A,16p12.1,protein_coding
ENSG00000132466,ANKRD17,ankyrin repeat domain 17,4q13.3,protein_coding
ENSG00000196071,OR2L13,"olfactory receptor, family 2, subfamily L, member 13",1q44,protein_coding
ENSG00000144285,SCN1A,"sodium channel, voltage gated, type I alpha subunit",2q24.3,protein_coding
ENSG00000114127,XRN1,5'-3' exoribonuclease 1,3q23,protein_coding
ENSG00000144893,MED12L,mediator complex subunit 12-like,3q25.1,protein_coding
ENSG00000145147,SLIT2,slit homolog 2 (Drosophila),4p15.31,protein_coding
ENSG00000170776,AKAP13,A kinase (PRKA) anchor protein 13,15q25.3,protein_coding
ENSG00000197555,SIPA1L1,signal-induced proliferation-associated 1 like 1,14q24.2,protein_coding
ENSG00000182771,GRID1,"glutamate receptor, ionotropic, delta 1","10q23.1, 10q23.2",protein_coding
ENSG00000153253,SCN3A,"sodium channel, voltage gated, type III alpha subunit",2q24.3,protein_coding
ENSG00000116991,SIPA1L2,signal-induced proliferation-associated 1 like 2,1q42.2,protein_coding
ENSG00000136861,CDK5RAP2,CDK5 regulatory subunit associated protein 2,9q33.2,protein_coding
ENSG00000102452,NALCN,"sodium leak channel, non selective","13q32.3, 13q33.1",protein_coding
ENSG00000096696,DSP,desmoplakin,6p24.3,protein_coding
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",19p13.2,protein_coding
ENSG00000119121,TRPM6,"transient receptor potential cation channel, subfamily M, member 6",9q21.13,protein_coding
ENSG00000091136,LAMB1,"laminin, beta 1",7q31.1,protein_coding
ENSG00000177200,CHD9,chromodomain helicase DNA binding protein 9,16q12.2,protein_coding
ENSG00000151276,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",3p14.1,protein_coding
ENSG00000183638,RP1L1,retinitis pigmentosa 1-like 1,8p23.1,protein_coding
ENSG00000198796,ALPK2,alpha-kinase 2,"18q21.31, 18q21.32",protein_coding
ENSG00000146648,EGFR,epidermal growth factor receptor,7p11.2,protein_coding
ENSG00000117139,KDM5B,lysine (K)-specific demethylase 5B,1q32.1,protein_coding
ENSG00000139304,PTPRQ,"protein tyrosine phosphatase, receptor type, Q",12q21.31,protein_coding
ENSG00000110799,VWF,von Willebrand factor,12p13.31,protein_coding
ENSG00000131697,NPHP4,nephronophthisis 4,1p36.31,protein_coding
ENSG00000144218,AFF3,"AF4/FMR2 family, member 3",2q11.2,protein_coding
ENSG00000135636,DYSF,dysferlin,2p13.2,protein_coding
ENSG00000167632,TRAPPC9,trafficking protein particle complex 9,8q24.3,protein_coding
ENSG00000105357,MYH14,"myosin, heavy chain 14, non-muscle",19q13.33,protein_coding
ENSG00000165240,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",Xq21.1,protein_coding
ENSG00000095777,MYO3A,myosin IIIA,10p12.1,protein_coding
ENSG00000150995,ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1",3p26.1,protein_coding
ENSG00000188559,RALGAPA2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)",20p11.23,protein_coding
ENSG00000187605,TET3,tet methylcytosine dioxygenase 3,2p13.1,protein_coding
ENSG00000100503,NIN,ninein (GSK3B interacting protein),14q22.1,protein_coding
ENSG00000165521,EML5,echinoderm microtubule associated protein like 5,14q31.3,protein_coding
ENSG00000177103,DSCAML1,Down syndrome cell adhesion molecule like 1,11q23.3,protein_coding
ENSG00000143970,ASXL2,additional sex combs like transcriptional regulator 2,2p23.3,protein_coding
ENSG00000075711,DLG1,"discs, large homolog 1 (Drosophila)",3q29,protein_coding
ENSG00000163531,NFASC,neurofascin,1q32.1,protein_coding
ENSG00000154415,PPP1R3A,"protein phosphatase 1, regulatory subunit 3A",7q31.1,protein_coding
ENSG00000164741,DLC1,DLC1 Rho GTPase activating protein,8p22,protein_coding
ENSG00000066032,CTNNA2,"catenin (cadherin-associated protein), alpha 2",2p12,protein_coding
ENSG00000138674,SEC31A,SEC31 homolog A (S. cerevisiae),4q21.22,protein_coding
ENSG00000152527,PLEKHH2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",2p21,protein_coding
ENSG00000168280,KIF5C,kinesin family member 5C,"2q23.1, 2q23.2",protein_coding
ENSG00000152223,EPG5,ectopic P-granules autophagy protein 5 homolog (C. elegans),"18q12.3, 18q21.1",protein_coding
ENSG00000110514,MADD,MAP-kinase activating death domain,11p11.2,protein_coding
ENSG00000197978,GOLGA6L9,golgin A6 family-like 9,15q25.2,protein_coding
ENSG00000189079,ARID2,"AT rich interactive domain 2 (ARID, RFX-like)",12q12,protein_coding
ENSG00000129292,PHF20L1,PHD finger protein 20-like 1,8q24.22,protein_coding
ENSG00000001626,CFTR,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)","7q31.2, 7q31.31",protein_coding
ENSG00000085511,MAP3K4,mitogen-activated protein kinase kinase kinase 4,6q26,protein_coding
ENSG00000099954,CECR2,"cat eye syndrome chromosome region, candidate 2","22q11.1, 22q11.21",protein_coding
ENSG00000081052,COL4A4,"collagen, type IV, alpha 4",2q36.3,protein_coding
ENSG00000171189,GRIK1,"glutamate receptor, ionotropic, kainate 1",21q21.3,protein_coding
ENSG00000126001,CEP250,centrosomal protein 250kDa,20q11.22,protein_coding
ENSG00000147082,CCNB3,cyclin B3,Xp11.22,protein_coding
ENSG00000182752,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",9q33.1,protein_coding
ENSG00000198265,HELZ,helicase with zinc finger,17q24.2,protein_coding
ENSG00000160305,DIP2A,DIP2 disco-interacting protein 2 homolog A (Drosophila),21q22.3,protein_coding
ENSG00000142949,PTPRF,"protein tyrosine phosphatase, receptor type, F",1p34.2,protein_coding
ENSG00000152208,GRID2,"glutamate receptor, ionotropic, delta 2","4q22.1, 4q22.2",protein_coding
ENSG00000185958,FAM186A,"family with sequence similarity 186, member A",12q13.12,protein_coding
ENSG00000102290,PCDH11X,protocadherin 11 X-linked,Xq21.31,protein_coding
ENSG00000264424,MYH4,"myosin, heavy chain 4, skeletal muscle",17p13.1,protein_coding
ENSG00000159140,SON,SON DNA binding protein,21q22.11,protein_coding
ENSG00000138411,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",2q32.3,protein_coding
ENSG00000071054,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,2q11.2,protein_coding
ENSG00000077063,CTTNBP2,cortactin binding protein 2,7q31.31,protein_coding
ENSG00000183856,IQGAP3,IQ motif containing GTPase activating protein 3,1q22,protein_coding
ENSG00000142185,TRPM2,"transient receptor potential cation channel, subfamily M, member 2",21q22.3,protein_coding
ENSG00000174469,CNTNAP2,contactin associated protein-like 2,"7q35, 7q36.1",protein_coding
ENSG00000172915,NBEA,neurobeachin,13q13.3,protein_coding
ENSG00000051341,POLQ,"polymerase (DNA directed), theta",3q13.33,protein_coding
ENSG00000170871,KIAA0232,KIAA0232,4p16.1,protein_coding
ENSG00000060237,WNK1,WNK lysine deficient protein kinase 1,12p13.33,protein_coding
ENSG00000135298,ADGRB3,adhesion G protein-coupled receptor B3,"6q12, 6q13",protein_coding
ENSG00000183495,EP400,E1A binding protein p400,12q24.33,protein_coding
ENSG00000171804,WDR87,WD repeat domain 87,19q13.13,protein_coding
ENSG00000173898,SPTBN2,"spectrin, beta, non-erythrocytic 2",11q13.2,protein_coding
ENSG00000134369,NAV1,neuron navigator 1,1q32.1,protein_coding
ENSG00000173575,CHD2,chromodomain helicase DNA binding protein 2,15q26.1,protein_coding
ENSG00000198198,SZT2,seizure threshold 2 homolog (mouse),1p34.2,protein_coding
ENSG00000156313,RPGR,retinitis pigmentosa GTPase regulator,Xp11.4,protein_coding
ENSG00000177398,UMODL1,uromodulin-like 1,21q22.3,protein_coding
ENSG00000153201,RANBP2,RAN binding protein 2,2q13,protein_coding
ENSG00000119778,ATAD2B,"ATPase family, AAA domain containing 2B","2p24.1, 2p23.3",protein_coding
ENSG00000162687,KCNT2,"potassium channel, sodium activated subfamily T, member 2",1q31.3,protein_coding
ENSG00000140678,ITGAX,"integrin, alpha X (complement component 3 receptor 4 subunit)",16p11.2,protein_coding
ENSG00000143297,FCRL5,Fc receptor-like 5,1q23.1,protein_coding
ENSG00000154258,ABCA9,"ATP-binding cassette, sub-family A (ABC1), member 9",17q24.2,protein_coding
ENSG00000142207,URB1,URB1 ribosome biogenesis 1 homolog (S. cerevisiae),21q22.11,protein_coding
ENSG00000120341,SEC16B,SEC16 homolog B (S. cerevisiae),1q25.2,protein_coding
ENSG00000112769,LAMA4,"laminin, alpha 4",6q21,protein_coding
ENSG00000135968,GCC2,GRIP and coiled-coil domain containing 2,2q12.3,protein_coding
ENSG00000138829,FBN2,fibrillin 2,5q23.3,protein_coding
ENSG00000107890,ANKRD26,ankyrin repeat domain 26,10p12.1,protein_coding
ENSG00000265190,ANXA8,annexin A8,10q11.22,protein_coding
ENSG00000179270,C2orf71,chromosome 2 open reading frame 71,2p23.2,protein_coding
ENSG00000080345,RIF1,replication timing regulatory factor 1,2q23.3,protein_coding
ENSG00000170921,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","17q23.2, 17q23.3",protein_coding
ENSG00000214929,SPATA31D1,"SPATA31 subfamily D, member 1",9q21.32,protein_coding
ENSG00000102595,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,13q32.1,protein_coding
